UniqueID,TrackID,Timestamp,Geopos,Accdata
5,2,1569744872.8990226,"[55.53881379956425, 37.056005889327935]","[9.30715389858487, 5.7572791472167655, 3.593579665076465]"
2,2,1569744872.8990226,"[55.520586873842085, 37.00346203441009]","[10.304487913996658, 12.492043631761378, 19.79930249616941]"
4,3,1569744872.8990226,"[55.539891811070994, 37.059113537928376]","[17.995691731468085, 18.146450680377644, 11.067579849220031]"
1,2,1569744872.8990226,"[55.55877572987372, 37.11355134631141]","[7.48459214982465, 7.780726522685666, 1.9650015949148147]"
3,2,1569744872.8990226,"[55.5507277052036, 37.09035082160015]","[14.45888359670209, 12.469733060204186, 6.303443581569863]"
3,3,1569744872.8990226,"[55.618802847257406, 37.28659512753001]","[10.047304144499606, 17.072488047214232, 3.940483740251912]"
5,3,1569744872.8990226,"[55.526301104002854, 37.019934789341356]","[3.3602991856511344, 9.800789806929425, 5.217010744574047]"
4,1,1569744872.8990226,"[55.58675951607532, 37.194221889697026]","[19.96638972845543, 13.793838989762321, 5.670323068715739]"
3,3,1569744872.8990226,"[55.582042511902856, 37.18062389809488]","[18.524461851308903, 11.449414943456457, 13.940986188280407]"
4,3,1569744872.8990226,"[55.62597934387552, 37.30728324591499]","[2.3327336473649485, 16.9058556294318, 15.994295927256992]"
2,1,1569744872.8990226,"[55.57497632496173, 37.16025377605089]","[2.759691721675006, 5.034015045177675, 4.133680093104406]"
1,2,1569744872.8990226,"[55.613870655049325, 37.2723768004396]","[13.750939780284613, 8.130517444340143, 1.6815929472050284]"
2,3,1569744872.9000232,"[55.584780191581004, 37.188515971944724]","[14.076749078689287, 0.9097080859457618, 14.099765474708374]"
5,2,1569744872.9000232,"[55.62956335722037, 37.317615096723095]","[4.881539140887168, 15.078644448296139, 19.41642576855086]"
5,3,1569744872.9000232,"[55.54520188031518, 37.074421193878855]","[15.792596639553487, 4.207133391715889, 4.341213980237518]"
4,2,1569744872.9000232,"[55.664468378585944, 37.41823790094739]","[14.056180799668976, 5.575894689900833, 1.1527449431202452]"
1,1,1569744872.9000232,"[55.583924219476536, 37.186048409680396]","[18.873578684764254, 3.121097405542974, 6.340090215360881]"
4,3,1569744872.9000232,"[55.66676747514445, 37.4248656448611]","[1.0396585747744225, 10.965447117288782, 17.390074630088634]"
1,3,1569744872.9000232,"[55.53636654860421, 37.048951051811734]","[19.855728221277737, 15.567107878392925, 5.488457386449008]"
1,3,1569744872.9000232,"[55.66527859780904, 37.42057356862657]","[7.041622561977121, 13.706207667842968, 16.837975964973147]"
2,1,1569744872.9000232,"[55.52692402903477, 37.02173053279084]","[19.34755695833333, 19.499560498892134, 11.980248431370981]"
2,2,1569744872.9000232,"[55.61401482219177, 37.27279239972955]","[3.152304752455728, 3.2606010525721074, 12.891702933540438]"
4,2,1569744872.9000232,"[55.57036563606143, 37.14696226587921]","[16.702143616144213, 4.26917935681097, 14.843636335704568]"
1,2,1569744872.9000232,"[55.58123294061533, 37.17829009825854]","[14.129861745252017, 4.636982485974645, 12.819160320477039]"
4,3,1569744872.9000232,"[55.5981766098068, 37.22713463240316]","[1.8684978822676723, 6.380521586237824, 6.416248698658597]"
5,3,1569744872.9000232,"[55.564443209990905, 37.12988933208013]","[13.312986568850611, 16.514675469185494, 12.299599862444913]"
5,3,1569744872.9000232,"[55.55756214524071, 37.11005287290652]","[11.303006724092096, 0.003251802900987588, 4.439375467017957]"
2,3,1569744872.9000232,"[55.58914803620952, 37.20110742033071]","[12.601818693544551, 17.23052334037224, 19.22893992613139]"
1,1,1569744872.9010231,"[55.58800105812098, 37.19780095761624]","[0.517844759584134, 15.676282531087464, 5.703190264642002]"
5,2,1569744872.9010231,"[55.54932161006227, 37.08629738657586]","[12.945123376777497, 15.872631266585204, 8.316148012042126]"
3,2,1569744872.9010231,"[55.58571918820845, 37.19122287399109]","[2.771066535018296, 19.98948045863061, 9.593670833606254]"
1,2,1569744872.9010231,"[55.51831552597144, 36.996914283308776]","[10.397922420860677, 12.327670767744685, 7.339656823949621]"
3,2,1569744872.9010231,"[55.62563450729054, 37.30628916475476]","[16.943838262759584, 3.2051540266695966, 18.633949093617225]"
2,1,1569744872.9010231,"[55.52695233840737, 37.02181214192166]","[1.258453527594976, 13.683260438060152, 5.200422461662953]"
5,2,1569744872.9010231,"[55.66237109344404, 37.41219193093889]","[4.757733876848073, 16.02870277076893, 0.6338965646694539]"
5,3,1569744872.9010231,"[55.620035681747034, 37.290149093655664]","[1.8686880475238943, 7.279270421013213, 4.172531074271046]"
5,1,1569744872.9010231,"[55.62861395960371, 37.31487821111733]","[14.434537451662525, 2.6514183794107016, 1.03902829459247]"
4,1,1569744872.9010231,"[55.55333538132654, 37.097868126381925]","[2.982496828653536, 10.315011252262952, 0.7083952633188284]"
4,2,1569744872.9010231,"[55.62410589547502, 37.30188254354625]","[18.215658828671057, 9.85455290082834, 9.93246973865938]"
3,1,1569744872.9010231,"[55.61390903750038, 37.272487447837364]","[14.777429526531504, 12.98628884896665, 19.117371237056744]"
2,3,1569744872.9010231,"[55.64354919235795, 37.357932904759295]","[5.594359559869999, 3.253144151448266, 13.21599502132603]"
4,3,1569744872.9010231,"[55.639275924394546, 37.345614098212835]","[16.31117380076037, 10.541094986834302, 18.221202018097532]"
2,3,1569744872.9010231,"[55.5611090951991, 37.12027787886103]","[1.5114147297288305, 15.64349142257446, 16.642771803704534]"
1,2,1569744872.9010231,"[55.66161639761615, 37.41001632389176]","[14.452662324644718, 10.944778605409397, 18.78659595952484]"
1,3,1569744872.9010231,"[55.625981216955815, 37.30728864555645]","[10.328702299123071, 2.4289728250420484, 0.8567043470039115]"
2,3,1569744872.9020226,"[55.561824921698495, 37.12234143495874]","[14.577464167270598, 5.340536444720723, 14.727961360037394]"
1,3,1569744872.9020226,"[55.576968306998964, 37.165996182464475]","[18.035565907608476, 19.229904500388436, 8.131449059080397]"
3,2,1569744872.9020226,"[55.52839631912219, 37.025974791966426]","[10.888848997503349, 9.37614109616584, 15.545923554896143]"
5,1,1569744872.9020226,"[55.5780215253121, 37.16903235823372]","[4.636591668399657, 11.78805048957991, 2.2771570322430534]"
5,3,1569744872.9020226,"[55.57316285751296, 37.1550259843773]","[2.7962833828239098, 19.841326507329384, 7.273491614940628]"
5,2,1569744872.9020226,"[55.58385916162894, 37.18586086351058]","[13.94303099203395, 5.74161885399346, 14.288753516356243]"
4,3,1569744872.9020226,"[55.56498340068932, 37.13144657229115]","[6.293181113151118, 3.905331682579669, 4.7026866620920815]"
0,0,1569744903.1763382,"[75.0, 108.60000000000001]","[100.2, 140.4, 161.20000000000002]"
0,0,1569744903.1888993,"[134.8, 130.4]","[67.8, 146.20000000000002, 64.4]"
0,0,1569744903.2010455,"[71.4, 46.800000000000004]","[179.8, 33.2, 1.0]"
0,0,1569744903.2126758,"[53.2, 199.4]","[78.2, 143.0, 30.6]"
0,0,1569744903.224555,"[46.800000000000004, 132.8]","[142.0, 144.8, 38.400000000000006]"
0,0,1569744903.2366574,"[190.8, 141.4]","[156.4, 177.4, 9.8]"
0,0,1569744903.2487087,"[123.80000000000001, 102.2]","[6.800000000000001, 13.4, 45.0]"
0,0,1569744903.2606897,"[193.20000000000002, 60.6]","[183.4, 129.20000000000002, 120.0]"
0,0,1569744903.2723913,"[47.800000000000004, 99.0]","[197.60000000000002, 127.0, 184.20000000000002]"
0,0,1569744903.2847714,"[197.20000000000002, 136.20000000000002]","[12.200000000000001, 176.8, 19.8]"
0,0,1569744903.2968636,"[182.60000000000002, 76.80000000000001]","[135.0, 1.0, 101.0]"
0,0,1569744903.309893,"[173.60000000000002, 139.4]","[94.4, 196.60000000000002, 142.0]"
0,0,1569744903.3219461,"[162.20000000000002, 92.80000000000001]","[141.6, 61.0, 38.800000000000004]"
0,0,1569744903.3341453,"[69.8, 72.60000000000001]","[153.8, 121.4, 128.4]"
0,0,1569744903.3472822,"[126.4, 83.80000000000001]","[104.2, 77.2, 71.8]"
0,0,1569744903.359287,"[149.0, 56.400000000000006]","[48.400000000000006, 6.6000000000000005, 143.20000000000002]"
0,0,1569744903.3712347,"[28.400000000000002, 107.0]","[58.800000000000004, 162.60000000000002, 157.4]"
0,0,1569744903.3831663,"[66.4, 161.20000000000002]","[116.4, 183.4, 14.600000000000001]"
0,0,1569744903.3952932,"[47.6, 184.20000000000002]","[120.0, 172.8, 199.0]"
0,0,1569744903.407734,"[55.400000000000006, 109.60000000000001]","[15.0, 184.8, 160.60000000000002]"
0,0,1569744903.4197848,"[65.60000000000001, 61.6]","[190.8, 25.8, 184.60000000000002]"
0,0,1569744903.4318516,"[172.4, 114.60000000000001]","[98.2, 31.0, 46.2]"
0,0,1569744903.4448702,"[136.0, 39.6]","[7.2, 31.6, 162.4]"
0,0,1569744903.456507,"[196.4, 15.8]","[129.0, 115.80000000000001, 193.20000000000002]"
0,0,1569744903.4681911,"[137.6, 115.80000000000001]","[32.2, 1.0, 32.800000000000004]"
0,0,1569744903.4801233,"[110.0, 149.20000000000002]","[117.60000000000001, 166.0, 97.4]"
0,0,1569744903.4927897,"[187.4, 105.4]","[119.2, 87.80000000000001, 180.20000000000002]"
0,0,1569744903.5044353,"[49.400000000000006, 173.60000000000002]","[19.400000000000002, 149.4, 23.8]"
0,0,1569744903.5165641,"[106.2, 46.400000000000006]","[47.6, 62.2, 71.4]"
0,0,1569744903.5286617,"[63.2, 34.0]","[101.4, 180.8, 84.2]"
0,0,1569744903.5410123,"[41.800000000000004, 170.0]","[51.400000000000006, 60.400000000000006, 76.2]"
0,0,1569744903.5531013,"[126.60000000000001, 16.2]","[26.8, 51.0, 10.8]"
0,0,1569744903.5647054,"[1.2000000000000002, 164.60000000000002]","[7.0, 18.8, 37.4]"
0,0,1569744903.5771859,"[146.6, 7.2]","[174.4, 71.0, 110.0]"
0,0,1569744903.589232,"[101.4, 16.6]","[128.6, 119.60000000000001, 83.4]"
0,0,1569744903.6015353,"[94.80000000000001, 11.8]","[45.6, 160.20000000000002, 12.0]"
0,0,1569744903.61351,"[85.0, 124.2]","[115.80000000000001, 131.6, 104.60000000000001]"
0,0,1569744903.6265585,"[154.0, 187.60000000000002]","[135.20000000000002, 115.0, 37.6]"
0,0,1569744903.6386623,"[154.20000000000002, 12.4]","[19.200000000000003, 166.0, 5.6000000000000005]"
0,0,1569744903.6505327,"[9.600000000000001, 199.60000000000002]","[81.2, 166.4, 195.8]"
0,0,1569744903.6625679,"[163.0, 42.800000000000004]","[39.0, 127.4, 159.0]"
0,0,1569744903.6755505,"[94.60000000000001, 162.20000000000002]","[79.80000000000001, 32.4, 126.60000000000001]"
0,0,1569744903.6875532,"[100.4, 131.6]","[132.4, 14.4, 0.2]"
0,0,1569744903.6995528,"[148.6, 52.6]","[141.6, 83.4, 63.2]"
0,0,1569744903.7115715,"[98.80000000000001, 168.4]","[186.0, 105.60000000000001, 23.0]"
0,0,1569744903.7245543,"[47.400000000000006, 160.20000000000002]","[107.0, 85.60000000000001, 184.20000000000002]"
0,0,1569744903.7365572,"[182.60000000000002, 29.6]","[92.60000000000001, 17.0, 33.800000000000004]"
0,0,1569744903.7485747,"[176.20000000000002, 132.0]","[177.4, 54.6, 29.400000000000002]"
0,0,1569744903.7605782,"[121.2, 86.0]","[19.0, 49.400000000000006, 3.4000000000000004]"
0,0,1569744903.772886,"[9.600000000000001, 153.4]","[90.2, 11.200000000000001, 148.4]"
0,0,1569744903.7859058,"[88.80000000000001, 145.4]","[177.8, 123.4, 6.6000000000000005]"
0,0,1569744903.7980196,"[162.4, 168.4]","[179.4, 171.8, 181.8]"
0,0,1569744903.8101351,"[72.2, 141.6]","[138.6, 177.20000000000002, 19.6]"
0,0,1569744903.822136,"[120.2, 85.2]","[44.6, 91.80000000000001, 50.0]"
0,0,1569744903.833881,"[117.2, 58.800000000000004]","[98.80000000000001, 15.0, 56.0]"
0,0,1569744903.8457997,"[85.4, 54.400000000000006]","[149.0, 56.2, 31.400000000000002]"
0,0,1569744903.8578854,"[38.2, 74.8]","[127.4, 103.80000000000001, 114.4]"
0,0,1569744903.8702126,"[129.0, 84.0]","[83.80000000000001, 15.200000000000001, 39.800000000000004]"
0,0,1569744903.8822117,"[14.8, 14.0]","[105.0, 77.80000000000001, 141.4]"
0,0,1569744903.894321,"[175.60000000000002, 63.0]","[199.20000000000002, 27.8, 21.200000000000003]"
0,0,1569744903.9065883,"[138.0, 199.8]","[8.6, 93.2, 84.2]"
0,0,1569744903.9197261,"[1.8, 152.0]","[70.8, 4.4, 160.8]"
0,0,1569744903.9313731,"[58.2, 160.4]","[191.8, 108.0, 66.8]"
0,0,1569744903.9428046,"[121.0, 47.6]","[8.8, 23.8, 180.60000000000002]"
0,0,1569744903.9549446,"[140.8, 51.800000000000004]","[10.4, 55.2, 137.0]"
0,0,1569744903.9671512,"[133.20000000000002, 174.4]","[39.0, 186.20000000000002, 137.0]"
0,0,1569744903.9791799,"[5.6000000000000005, 122.2]","[47.6, 98.4, 44.6]"
0,0,1569744903.9912844,"[153.60000000000002, 49.800000000000004]","[68.4, 36.2, 93.60000000000001]"
0,0,1569744904.0033596,"[125.80000000000001, 115.4]","[191.20000000000002, 190.60000000000002, 10.8]"
0,0,1569744904.0155973,"[155.0, 177.0]","[174.4, 169.60000000000002, 92.0]"
0,0,1569744904.027612,"[81.60000000000001, 141.0]","[53.6, 188.0, 34.4]"
0,0,1569744904.0396614,"[51.800000000000004, 131.6]","[171.20000000000002, 70.4, 79.60000000000001]"
0,0,1569744904.0518446,"[157.0, 92.80000000000001]","[184.60000000000002, 12.4, 43.2]"
0,0,1569744904.063963,"[176.20000000000002, 93.4]","[184.60000000000002, 38.6, 22.6]"
0,0,1569744904.076101,"[186.8, 162.4]","[30.400000000000002, 186.60000000000002, 130.8]"
0,0,1569744904.0881443,"[45.6, 190.8]","[154.4, 129.20000000000002, 39.2]"
0,0,1569744904.1001556,"[169.20000000000002, 95.60000000000001]","[82.80000000000001, 113.80000000000001, 17.2]"
0,0,1569744904.112333,"[42.0, 199.20000000000002]","[17.2, 125.4, 22.6]"
0,0,1569744904.1243975,"[43.0, 1.0]","[149.4, 174.0, 70.8]"
0,0,1569744904.1368127,"[165.0, 93.80000000000001]","[63.400000000000006, 87.2, 35.6]"
0,0,1569744904.1488354,"[87.0, 1.4000000000000001]","[57.400000000000006, 68.60000000000001, 168.20000000000002]"
0,0,1569744904.1615958,"[167.0, 31.0]","[110.0, 51.400000000000006, 12.200000000000001]"
0,0,1569744904.174003,"[36.4, 196.20000000000002]","[46.400000000000006, 124.0, 26.8]"
0,0,1569744904.186034,"[110.2, 23.0]","[118.2, 150.20000000000002, 129.8]"
0,0,1569744904.1981227,"[25.200000000000003, 49.800000000000004]","[66.0, 124.4, 3.4000000000000004]"
0,0,1569744904.2102041,"[25.200000000000003, 186.0]","[150.4, 51.2, 15.0]"
0,0,1569744904.2232957,"[53.6, 63.2]","[181.20000000000002, 77.80000000000001, 105.0]"
0,0,1569744904.2358303,"[157.20000000000002, 52.400000000000006]","[38.0, 145.0, 133.20000000000002]"
0,0,1569744904.2476306,"[173.8, 187.0]","[1.0, 3.4000000000000004, 176.0]"
0,0,1569744904.259685,"[78.2, 19.400000000000002]","[123.2, 194.20000000000002, 76.80000000000001]"
0,0,1569744904.2727604,"[80.60000000000001, 187.4]","[108.60000000000001, 136.8, 14.600000000000001]"
0,0,1569744904.2848587,"[81.60000000000001, 41.0]","[8.0, 147.20000000000002, 105.0]"
0,0,1569744904.2978613,"[50.2, 150.20000000000002]","[189.4, 60.800000000000004, 72.60000000000001]"
0,0,1569744904.3099353,"[166.8, 140.6]","[28.0, 152.20000000000002, 163.60000000000002]"
0,0,1569744904.3222318,"[169.8, 191.0]","[199.4, 38.2, 4.4]"
0,0,1569744904.3342783,"[165.0, 41.0]","[116.80000000000001, 89.60000000000001, 195.20000000000002]"
0,0,1569744904.3474314,"[63.400000000000006, 22.200000000000003]","[128.6, 130.4, 8.8]"
0,0,1569744904.360287,"[23.0, 15.4]","[186.20000000000002, 99.0, 177.60000000000002]"
0,0,1569744904.3723543,"[65.60000000000001, 106.4]","[113.4, 38.6, 59.800000000000004]"
0,0,1569744904.3854282,"[29.400000000000002, 105.0]","[101.80000000000001, 30.400000000000002, 39.400000000000006]"
0,0,1569744904.3983362,"[56.6, 165.4]","[93.2, 32.0, 153.0]"
0,0,1569744904.4108167,"[106.60000000000001, 132.4]","[170.8, 200.0, 153.20000000000002]"
0,0,1569744904.423226,"[43.800000000000004, 152.4]","[146.20000000000002, 176.0, 67.0]"
0,0,1569744904.4360151,"[123.0, 150.4]","[128.6, 15.8, 52.6]"
0,0,1569744904.448061,"[123.60000000000001, 161.8]","[164.0, 98.80000000000001, 131.20000000000002]"
0,0,1569744904.4611416,"[194.60000000000002, 53.400000000000006]","[84.60000000000001, 5.4, 142.4]"
0,0,1569744904.4741423,"[3.8000000000000003, 193.20000000000002]","[157.8, 7.2, 93.80000000000001]"
0,0,1569744904.4865224,"[46.6, 87.0]","[113.2, 184.20000000000002, 60.2]"
0,0,1569744904.4984415,"[13.200000000000001, 32.0]","[133.8, 4.6000000000000005, 140.20000000000002]"
0,0,1569744904.5104785,"[98.0, 110.2]","[78.0, 171.8, 136.4]"
0,0,1569744904.5220726,"[61.0, 183.20000000000002]","[80.80000000000001, 81.80000000000001, 97.2]"
0,0,1569744904.5343604,"[155.20000000000002, 71.0]","[135.0, 16.2, 159.8]"
0,0,1569744904.5465107,"[132.20000000000002, 147.8]","[158.0, 96.60000000000001, 83.80000000000001]"
0,0,1569744904.5586188,"[90.2, 57.400000000000006]","[13.600000000000001, 82.80000000000001, 12.600000000000001]"
0,0,1569744904.5717115,"[140.4, 125.2]","[190.20000000000002, 96.4, 139.4]"
0,0,1569744904.5837748,"[157.20000000000002, 24.8]","[97.60000000000001, 47.400000000000006, 16.8]"
0,0,1569744904.5967028,"[158.0, 44.6]","[18.6, 190.60000000000002, 10.4]"
0,0,1569744904.6095805,"[47.0, 0.4]","[0.8, 125.0, 78.80000000000001]"
0,0,1569744904.6216292,"[182.4, 72.0]","[2.2, 108.2, 39.6]"
0,0,1569744904.6337886,"[51.2, 109.2]","[161.0, 132.0, 23.6]"
0,0,1569744904.6468647,"[55.800000000000004, 150.4]","[5.6000000000000005, 196.4, 42.400000000000006]"
0,0,1569744904.659115,"[162.0, 90.2]","[19.6, 195.20000000000002, 151.20000000000002]"
0,0,1569744904.6712077,"[16.2, 197.20000000000002]","[164.20000000000002, 12.8, 166.8]"
0,0,1569744904.6842575,"[44.2, 182.60000000000002]","[193.4, 42.2, 1.8]"
0,0,1569744904.6963701,"[97.2, 131.4]","[130.0, 169.8, 184.60000000000002]"
0,0,1569744904.7084107,"[167.4, 12.200000000000001]","[56.2, 4.6000000000000005, 135.0]"
0,0,1569744904.7203968,"[57.6, 178.4]","[126.60000000000001, 197.8, 108.4]"
0,0,1569744904.7335272,"[158.4, 96.0]","[151.6, 79.80000000000001, 25.400000000000002]"
0,0,1569744904.7456925,"[59.2, 44.2]","[148.20000000000002, 127.60000000000001, 172.0]"
0,0,1569744904.757694,"[14.200000000000001, 113.4]","[60.400000000000006, 79.2, 198.4]"
0,0,1569744904.7706761,"[81.2, 160.0]","[51.400000000000006, 150.4, 78.80000000000001]"
0,0,1569744904.7836776,"[146.20000000000002, 104.4]","[102.4, 23.8, 34.4]"
0,0,1569744904.7956822,"[95.4, 141.8]","[187.20000000000002, 106.80000000000001, 24.400000000000002]"
0,0,1569744904.80768,"[2.4000000000000004, 121.60000000000001]","[76.60000000000001, 128.6, 19.0]"
0,0,1569744904.8201184,"[57.800000000000004, 57.800000000000004]","[50.800000000000004, 143.4, 15.8]"
0,0,1569744904.8321378,"[96.2, 60.0]","[177.4, 80.2, 190.0]"
0,0,1569744904.8441854,"[75.4, 31.400000000000002]","[17.400000000000002, 180.60000000000002, 88.2]"
0,0,1569744904.857294,"[158.0, 42.2]","[91.80000000000001, 182.60000000000002, 122.80000000000001]"
0,0,1569744904.8687077,"[126.60000000000001, 82.0]","[115.4, 115.2, 160.0]"
0,0,1569744904.8806434,"[16.2, 167.4]","[155.4, 112.0, 172.8]"
0,0,1569744904.893195,"[69.60000000000001, 82.80000000000001]","[162.8, 7.0, 59.400000000000006]"
0,0,1569744904.9052217,"[39.0, 67.8]","[40.800000000000004, 90.60000000000001, 10.4]"
0,0,1569744904.917296,"[171.60000000000002, 107.4]","[44.800000000000004, 27.8, 154.0]"
0,0,1569744904.929264,"[52.2, 181.0]","[166.0, 31.400000000000002, 25.0]"
0,0,1569744904.9412618,"[129.20000000000002, 39.400000000000006]","[0.6000000000000001, 194.0, 8.4]"
0,0,1569744904.9533074,"[65.60000000000001, 9.0]","[186.8, 29.6, 69.2]"
0,0,1569744904.9653387,"[159.4, 75.4]","[120.80000000000001, 160.4, 183.4]"
0,0,1569744904.9773576,"[165.20000000000002, 11.200000000000001]","[118.4, 111.80000000000001, 121.0]"
0,0,1569744904.9891942,"[154.8, 151.6]","[5.0, 182.20000000000002, 38.400000000000006]"
0,0,1569744905.0012846,"[150.6, 51.2]","[131.8, 50.0, 54.2]"
0,0,1569744905.0134413,"[126.0, 51.2]","[148.4, 157.8, 16.2]"
0,0,1569744905.025551,"[8.6, 81.4]","[3.6, 70.2, 66.2]"
0,0,1569744905.0376942,"[180.60000000000002, 122.4]","[96.4, 118.80000000000001, 67.0]"
0,0,1569744905.0496805,"[101.80000000000001, 37.4]","[154.0, 166.4, 8.0]"
0,0,1569744905.0617394,"[108.0, 49.800000000000004]","[136.8, 79.80000000000001, 54.6]"
0,0,1569744905.0747595,"[97.2, 103.2]","[92.2, 66.0, 47.0]"
0,0,1569744905.0867987,"[2.0, 115.60000000000001]","[65.0, 189.20000000000002, 142.4]"
