UniqueID,TrackID,Timestamp,Geopos,Accdata
4,3,1569701374.824753,"[16.258098786439664, 6.914968876076504]","[14.623432502073477, 8.233506974707876, 10.1872780627187]"
2,1,1569701374.824753,"[16.5856206763922, 19.69005011768902]","[6.510357372536291, 5.643523974292915, 17.93148807121762]"
2,1,1569701374.824753,"[0.7872531456149701, 16.439286656101814]","[15.96104953056625, 0.04687147761952559, 5.236886546494571]"
1,1,1569701374.824753,"[6.712120899548086, 2.5850303887916426]","[4.2339833834191065, 3.3618646818841413, 6.640273779574373]"
2,3,1569701374.824753,"[5.707061545752923, 4.636822786970354]","[4.28939021913796, 16.076559805461578, 0.5886367195126097]"
1,1,1569701374.824753,"[12.061088592220448, 5.68335288823471]","[4.028143757727092, 6.820932760349525, 2.5384067818984213]"
5,1,1569701374.824753,"[9.674492087175302, 8.844043226068287]","[12.519382784388664, 9.195736117609334, 7.7461871789055685]"
4,3,1569701374.824753,"[10.762345767596564, 1.4389689277899076]","[10.296964007618302, 1.1595998904628724, 0.48629857101796015]"
4,3,1569701374.824753,"[16.63184118557036, 13.605624927526797]","[18.478726749290427, 19.150542894657892, 12.363825863032009]"
2,2,1569701374.824753,"[7.695814278824116, 19.51363576605089]","[11.243041190104758, 8.852056401908943, 11.786689099607377]"
4,1,1569701374.824753,"[7.387946451717582, 3.29271921655659]","[10.96164599512512, 4.174874874254424, 14.02353905409565]"
2,1,1569701374.824753,"[0.8830775234514676, 10.68348345973334]","[14.83978634339735, 4.225144408924686, 12.372984866010228]"
2,1,1569701374.824753,"[17.483795595597805, 2.8966873443279972]","[16.989351134523048, 1.4651552684419977, 12.975954199356172]"
1,3,1569701374.824753,"[5.542098418928685, 0.6917805867142102]","[9.372585609009223, 17.658176917207374, 4.146711596654262]"
2,2,1569701374.824753,"[8.836781046305022, 2.632682173032066]","[3.909544537219314, 16.975361560689883, 11.501240385098445]"
3,3,1569701374.824753,"[12.556048064374695, 19.344915542077565]","[2.552433210091709, 14.432098873165275, 9.443479479462615]"
2,3,1569701374.824753,"[5.950810058890195, 18.100600670175346]","[7.0729374135460255, 5.483228712324928, 12.611252347903035]"
2,3,1569701374.824753,"[16.38143897962752, 8.349009356565757]","[18.255777846264028, 4.155426226322508, 18.8271876236403]"
5,1,1569701374.824753,"[0.8796618144270663, 11.63782037905959]","[6.346348179620282, 2.1003561616149025, 14.335175400818112]"
3,1,1569701374.824753,"[7.231042354523121, 7.438483317828246]","[5.636245115556027, 1.7670596623086543, 16.06149624302359]"
1,1,1569701374.824753,"[8.287634219263813, 11.246118750324776]","[0.6860127738171284, 4.240387132378376, 10.563846454831001]"
5,3,1569701374.824753,"[1.6306465476740284, 19.245429043569338]","[11.182984617258803, 5.092233752275059, 16.291313619620343]"
4,3,1569701374.824753,"[15.022656513708377, 1.6596615650342428]","[10.636691661794472, 18.801432613855265, 17.905814956046346]"
4,3,1569701374.824753,"[12.272848024641254, 14.165957552355122]","[1.876467254008971, 19.215271124666423, 15.707777194321583]"
4,2,1569701374.824753,"[12.084128174759295, 1.0196652650824878]","[2.1633439335460425, 3.5068271707787546, 8.945283262065969]"
2,3,1569701374.824753,"[18.43821477501858, 13.03017846193198]","[14.992223490394315, 18.29132947503679, 5.922193073516436]"
4,1,1569701374.824753,"[1.5198750583542142, 5.510019194500706]","[9.325772609149753, 7.674386848850164, 7.912336098635713]"
3,3,1569701374.824753,"[3.120912029554166, 15.740653435446317]","[10.472767698810879, 0.09892007697787086, 6.627758600396856]"
4,2,1569701374.824753,"[9.105500445858304, 18.48396506281835]","[17.38578151421806, 14.817720545666015, 13.276446680794207]"
1,3,1569701374.824753,"[16.434294482284525, 16.835342468505342]","[12.458698662076031, 0.11271470877833645, 6.188204303993452]"
4,1,1569701374.824753,"[15.07668278646194, 15.68769270570715]","[7.304834730664991, 5.864963119716339, 17.935747721237583]"
5,2,1569701374.824753,"[1.321557585834121, 4.176929420835426]","[2.8290448671736446, 13.928181943824232, 4.78737891433668]"
1,2,1569701374.824753,"[7.56039009722554, 6.599270104965487]","[13.877613338282956, 7.800091158932407, 15.167919838788169]"
4,1,1569701374.824753,"[0.32042126964699547, 14.995603528973477]","[11.48522164745258, 10.255550591333746, 0.5511038464344398]"
1,1,1569701374.824753,"[13.85535693358825, 17.532728082559736]","[18.12589872188128, 15.830394579612763, 14.378010844421185]"
2,1,1569701374.824753,"[1.9555625793948894, 9.721356170256335]","[8.624840778928693, 1.0798339621750874, 3.516351322314464]"
5,3,1569701374.824753,"[19.43798393069007, 1.9367218535661657]","[18.131117859327215, 13.854160123906187, 19.03443269660706]"
3,3,1569701374.824753,"[10.229142947553203, 14.856230391895458]","[10.530504456301601, 9.092238126692578, 2.9581689950510737]"
1,1,1569701374.824753,"[5.133013213829425, 5.823851538093551]","[16.908498759498027, 18.435323996960214, 15.928023860381957]"
3,2,1569701374.824753,"[16.25124519942664, 9.364070132851081]","[11.481261690075776, 0.36286705975834277, 15.378778712323014]"
1,3,1569701374.824753,"[3.860551731762243, 2.7136745267747964]","[10.593040206126329, 3.4459724336621966, 11.662407381271631]"
4,3,1569701374.824753,"[18.68994916000681, 2.0371624613646855]","[0.6363558857798868, 4.156276718257761, 1.8985486778472804]"
5,1,1569701374.824753,"[9.698997120998381, 18.666867685249528]","[12.12942837167928, 19.687398725759305, 15.49809636093852]"
4,1,1569701374.824753,"[19.12796354834026, 14.916659994853916]","[8.589839793779895, 14.206861332435158, 7.17224818731933]"
1,2,1569701374.824753,"[1.9080910049807631, 4.330804852133596]","[11.516265468033911, 8.62488000247637, 17.41863028813418]"
1,2,1569701374.824753,"[14.846893409154081, 15.511244196523158]","[15.960756004753389, 17.393827704354255, 7.864186661797339]"
2,2,1569701374.824753,"[4.900003999490663, 14.853580643275734]","[9.383618825706364, 16.401035595937966, 17.571539122669915]"
5,1,1569701374.824753,"[18.379700360059793, 6.774674180733822]","[18.000001229647264, 0.14972237564496504, 17.64103271821828]"
1,2,1569701374.824753,"[7.848158862203876, 5.534966220239799]","[4.194906543473051, 3.9192192055039654, 13.085735650253001]"
2,2,1569701374.824753,"[17.706611256940036, 3.6073988744015195]","[4.204667167985139, 3.225576231799847, 17.73606352602176]"
5,3,1569701374.824753,"[19.980859640402553, 13.272725587139371]","[16.43772005957422, 3.2900760471320067, 7.156654757590443]"
3,3,1569701374.824753,"[6.3441425952219666, 1.6252998883244074]","[5.446797818187699, 8.029144712228868, 8.684816441311426]"
3,2,1569701374.824753,"[1.6269113068339691, 5.937658328375606]","[1.8111728137181715, 9.579607925922254, 17.991178498790383]"
2,1,1569701374.824753,"[3.086913927021, 12.627661143498113]","[6.90906067985294, 0.20707133232643393, 2.554502640650649]"
4,3,1569701374.824753,"[0.70793542249314, 0.48804275334242364]","[2.7628590927568975, 16.368063696371948, 18.31616712540344]"
1,1,1569701374.824753,"[0.9353677271758798, 19.810563979235155]","[11.962931955228338, 10.54639540244035, 18.278071429281503]"
3,3,1569701374.824753,"[14.017193979405793, 14.362533394856085]","[4.933244227533919, 13.699630077909175, 13.664561808853875]"
2,1,1569701374.824753,"[1.899767256703273, 0.8926549094124381]","[1.2611355366433719, 6.410117668600506, 0.8207479670561857]"
5,1,1569701374.824753,"[14.781555949784861, 14.737908649183613]","[14.537126985492243, 3.390703298908948, 1.6829477458801012]"
3,2,1569701374.824753,"[8.326049366674837, 13.656449813579473]","[8.467648787690763, 16.119058320705594, 14.833043346971284]"
3,1,1569701374.824753,"[11.29016077392221, 16.303453449393707]","[11.318404141528326, 18.58403420561536, 9.72953288076597]"
3,3,1569701374.824753,"[14.317525535041879, 14.601353226262237]","[8.405377967325796, 2.85710805274332, 7.461138743917484]"
5,2,1569701374.824753,"[19.872784932378018, 3.5327810530479553]","[12.256328050119816, 4.6620887756164775, 17.159022975544097]"
3,1,1569701374.824753,"[0.19172500956531113, 1.817857817980122]","[8.832359749139675, 6.184165327921525, 11.426142735110862]"
2,1,1569701374.824753,"[15.239454649020015, 7.507693392162946]","[3.6887765415193186, 11.413453203850379, 8.374672992714256]"
4,3,1569701374.824753,"[14.409163324136308, 5.073539868698022]","[10.906097734906323, 2.9792135446137546, 16.00462880890557]"
5,3,1569701374.824753,"[6.18648233199651, 5.271089627328793]","[8.060672168366679, 11.296241118873764, 19.34721510016713]"
2,1,1569701374.824753,"[6.061309367064105, 11.646453411202621]","[2.5592408125732846, 17.11006275176324, 13.529545230047527]"
2,1,1569701374.824753,"[10.77515193055407, 14.19202003487314]","[11.29608108021997, 9.635947913886454, 1.688800343096617]"
2,1,1569701374.824753,"[17.89254885924597, 3.3838797742334537]","[7.279696290667261, 3.971201876543853, 14.537446484527777]"
1,2,1569701374.824753,"[11.945866691940342, 15.074315707223064]","[18.594069647952146, 9.180329277350479, 0.5430958363066662]"
3,1,1569701374.824753,"[10.533906898967484, 18.130538516001184]","[9.216730663089283, 4.9850040144017065, 15.855715154238482]"
2,1,1569701374.824753,"[0.5428886781525821, 14.783409305529911]","[16.64336430233415, 0.907554947019058, 12.520159834130055]"
1,1,1569701374.824753,"[8.336504509046975, 2.0959448289232396]","[13.295283458489793, 11.13421349934349, 2.3783836921788026]"
3,2,1569701374.824753,"[13.47415508822224, 12.255987693285475]","[9.117971014028708, 9.836252740395297, 11.043515794110592]"
2,3,1569701374.824753,"[18.284467410169697, 5.714272049488858]","[3.7744501575572253, 4.218915373600782, 19.948403851921945]"
4,1,1569701374.824753,"[13.962521554226203, 12.571749111541575]","[4.642971390072741, 1.4287504202995538, 13.55556460687862]"
1,3,1569701374.824753,"[19.03284939303824, 10.963382947875715]","[4.468767186454854, 6.9293655794369835, 19.354681525154657]"
2,3,1569701374.824753,"[15.672904708602996, 3.166909696052711]","[7.726097125123661, 15.760772451271452, 9.987612464971939]"
4,2,1569701374.824753,"[8.111302994654787, 3.697859083204289]","[17.986505642147502, 9.538751604163682, 14.77060438593206]"
2,2,1569701374.824753,"[7.533038020710714, 1.868708055772188]","[5.785949772711058, 11.368287005123427, 5.702757824275528]"
2,2,1569701374.824753,"[17.4703585661404, 18.453829894695016]","[8.144721706940208, 11.09890691460535, 12.462136193880507]"
1,3,1569701374.824753,"[7.9217829996411115, 16.980816064000358]","[13.260136953491832, 11.559191064325564, 15.388803114274804]"
3,3,1569701374.824753,"[8.71972224747507, 4.29859794083268]","[14.495658764217247, 9.129373250910724, 15.971108196656559]"
1,2,1569701374.824753,"[13.995873156714433, 10.2698181744113]","[10.185558699194786, 10.418374670129083, 11.369407723657279]"
3,1,1569701374.824753,"[7.657438442265148, 5.469750631484544]","[3.3440411137569903, 8.948030598079173, 15.6859848095996]"
2,2,1569701374.824753,"[14.435783323315183, 11.30710967217654]","[18.213221310221186, 0.7452756267916971, 11.92899743107775]"
5,3,1569701374.824753,"[16.453085471558964, 14.589165321828485]","[4.941586042018757, 8.33560397260365, 7.485687342525205]"
1,3,1569701374.824753,"[15.112421959824939, 6.956713015288329]","[6.377830282656685, 6.832627226245334, 2.3128293723899906]"
1,2,1569701374.824753,"[1.5968296875266974, 10.885679420110181]","[15.832813242998096, 13.753033254043155, 12.5383251143163]"
5,1,1569701374.824753,"[17.49106781936122, 5.954630575453623]","[13.121447563491946, 2.1223700552456815, 7.614937055273461]"
5,3,1569701374.824753,"[3.7189457510726798, 3.6901494334270346]","[17.73023262743073, 17.27996020513324, 19.152226058718593]"
1,3,1569701374.824753,"[7.944731541265155, 2.7067664859888096]","[3.0124415989599607, 7.241189246097806, 9.540689892954699]"
2,1,1569701374.824753,"[6.571160320616547, 2.8981449514374846]","[19.224118582520255, 15.311437871769126, 15.102710133910215]"
4,3,1569701374.824753,"[12.175818472127226, 0.9293718019996788]","[7.652979045059367, 16.388447724178683, 3.62427483484977]"
4,1,1569701374.824753,"[1.0621643414835846, 4.526755773199773]","[13.05397165215573, 4.729185408994823, 4.853285648628233]"
5,2,1569701374.824753,"[3.3779937761138568, 11.70099211382806]","[1.8554413390002478, 3.7089646764736806, 12.290535589620594]"
3,3,1569701374.824753,"[9.460093896487296, 3.942602344520434]","[18.857997805435133, 2.7372451109754747, 14.963043477564666]"
1,2,1569701374.824753,"[8.354830663955308, 5.234336513763893]","[16.912038362507207, 10.879022396073076, 8.266530151730166]"
3,3,1569701374.824753,"[13.383881061576954, 16.58242662688672]","[0.21089357010061205, 4.499461313633775, 9.40988077060938]"
2,1,1569701374.824753,"[15.149985419092776, 6.375108150680953]","[6.241855630458826, 17.19162788223359, 5.116769685812532]"
2,3,1569701374.824753,"[6.520223545427177, 5.236405923699468]","[10.082284715924201, 0.8426224700756135, 15.683362996840566]"
2,1,1569701374.824753,"[16.54776492496128, 8.901819809536322]","[15.506695442174552, 14.357348247106895, 1.2362359474759899]"
5,1,1569701374.824753,"[5.477360697502456, 14.544478167205753]","[19.509709629341568, 13.342134356954931, 2.090806193536452]"
1,3,1569701374.824753,"[12.465997126841346, 18.285476869446985]","[11.11678032807287, 19.763843220049427, 8.747470278161787]"
5,1,1569701374.824753,"[10.986009629615713, 2.7724090226504616]","[1.9271592720339425, 5.4469175667912335, 9.229479391897872]"
2,2,1569701374.824753,"[1.2868339212187152, 4.261773728503917]","[11.302994450871893, 4.372227966181246, 16.465051165980647]"
2,3,1569701374.824753,"[1.279456031055759, 11.97252108012417]","[12.340471444261409, 1.9508509259944207, 17.287952164273594]"
3,2,1569701374.824753,"[7.531989301950888, 13.066513465338778]","[18.993985143577014, 15.122860639143633, 2.425153133367721]"
3,2,1569701374.824753,"[2.8022018946302074, 8.933775444088983]","[15.70999749142535, 14.076855137662923, 1.3825340777996686]"
3,1,1569701374.824753,"[12.390288974467607, 12.425846627502086]","[6.458377414688343, 3.3688964056231185, 3.2708592764336464]"
2,2,1569701374.824753,"[15.217939189905007, 2.0890294037536883]","[11.713638532791343, 12.523213017663608, 4.062841892445683]"
3,1,1569701374.824753,"[17.54464867991039, 16.007975619255866]","[10.463220471610413, 12.115788230743249, 11.669151239109201]"
5,1,1569701374.824753,"[6.621484777937492, 0.2608355024343423]","[13.664650635683023, 15.469243735853604, 18.82105829892951]"
